year,indicator_code,indicator_name,value
2019,SL.AGR.EMPL.ZS,Employment in Agriculture (% of total employment),40.84013231722
2019,SL.EMP.SELF.ZS,Self-employed (% of total employment),60.5904572387325
2019,SL.EMP.TOTL.SP.ZS,Employment to Population Ratio (%),56.791
2019,SL.EMP.VULN.ZS,Vulnerable Employment (% of total employment),56.3883787871261
2019,SL.EMP.WORK.ZS,Wage and Salaried Workers (% of total employment),39.4095382192166
2019,SL.IND.EMPL.ZS,Employment in Industry (% of total employment),19.8048029254686
2019,SL.SRV.EMPL.ZS,Employment in Services (% of total employment),39.355073841414
2019,SL.TLF.TOTL.IN,"Labor Force, Total",69165404.0
2019,SL.UEM.TOTL.ZS,Unemployment Rate (%),4.504
2019,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),29.4761618478294
2019,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total),64.8612797816401
2019,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),5.66255837053046
2019,SP.POP.GROW,Population Growth (annual %),0.84641125179804
2019,SP.POP.TOTL,Total Population,164913055.0
2019,SP.RUR.TOTL,Rural Population,114082169.0
2019,SP.URB.TOTL,Urban Population,50830886.0
2020,NY.ADJ.NNTY.PC.CD,Adjusted Net National Income per Capita (current US$),2305.85834488129
2020,NY.GDP.PCAP.CD,GDP per Capita (current US$),2248.85078828233
2020,NY.GDP.PCAP.KD.ZG,GDP per Capita Growth (annual %),2.58647816564581
2020,SL.AGR.EMPL.ZS,Employment in Agriculture (% of total employment),42.5476764075219
2020,SL.EMP.SELF.ZS,Self-employed (% of total employment),61.4694696018516
2020,SL.EMP.TOTL.SP.ZS,Employment to Population Ratio (%),56.459
2020,SL.EMP.VULN.ZS,Vulnerable Employment (% of total employment),57.4001952008227
2020,SL.EMP.WORK.ZS,Wage and Salaried Workers (% of total employment),38.5305258814231
2020,SL.IND.EMPL.ZS,Employment in Industry (% of total employment),18.970086947415
2020,SL.SRV.EMPL.ZS,Employment in Services (% of total employment),38.482235139488
2020,SL.TLF.TOTL.IN,"Labor Force, Total",70314500.0
2020,SL.UEM.TOTL.ZS,Unemployment Rate (%),5.539
2020,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),29.2584546885536
2020,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total),64.9064095313604
2020,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),5.835135780086
2020,SP.POP.GROW,Population Growth (annual %),0.836310836229073
2020,SP.POP.TOTL,Total Population,166298024.0
2020,SP.RUR.TOTL,Rural Population,114551246.0
2020,SP.URB.TOTL,Urban Population,51746778.0
2021,NY.ADJ.NNTY.PC.CD,Adjusted Net National Income per Capita (current US$),2567.44432056871
2021,NY.GDP.PCAP.CD,GDP per Capita (current US$),2482.84917843357
2021,NY.GDP.PCAP.KD.ZG,GDP per Capita Growth (annual %),6.07069417020969
2021,SL.AGR.EMPL.ZS,Employment in Agriculture (% of total employment),43.4657157854774
2021,SL.EMP.SELF.ZS,Self-employed (% of total employment),61.656976495284
2021,SL.EMP.TOTL.SP.ZS,Employment to Population Ratio (%),57.751
2021,SL.EMP.VULN.ZS,Vulnerable Employment (% of total employment),57.7138400623424
2021,SL.EMP.WORK.ZS,Wage and Salaried Workers (% of total employment),38.3430176800705
2021,SL.IND.EMPL.ZS,Employment in Industry (% of total employment),18.2957657271552
2021,SL.SRV.EMPL.ZS,Employment in Services (% of total employment),38.2385272243361
2021,SL.TLF.TOTL.IN,"Labor Force, Total",72637932.0
2021,SL.UEM.TOTL.ZS,Unemployment Rate (%),5.457
2021,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),29.0745008042507
2021,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total),64.9516858651805
2021,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),5.97381333056883
2021,SP.POP.GROW,Population Growth (annual %),0.814977993693211
2021,SP.POP.TOTL,Total Population,167658854.0
2021,SP.RUR.TOTL,Rural Population,115015289.0
2021,SP.URB.TOTL,Urban Population,52643565.0
2022,NY.GDP.PCAP.CD,GDP per Capita (current US$),2716.48592780431
2022,NY.GDP.PCAP.KD.ZG,GDP per Capita Growth (annual %),6.00847462887278
2022,SI.POV.GINI,GINI Index (World Bank estimate),30.9
2022,SI.POV.NAHC,Poverty Headcount Ratio at National Poverty Lines (% of population),18.7
2022,SL.AGR.EMPL.ZS,Employment in Agriculture (% of total employment),43.6687012820915
2022,SL.EMP.SELF.ZS,Self-employed (% of total employment),61.6373954529726
2022,SL.EMP.TOTL.SP.ZS,Employment to Population Ratio (%),59.031
2022,SL.EMP.VULN.ZS,Vulnerable Employment (% of total employment),57.8403806625567
2022,SL.EMP.WORK.ZS,Wage and Salaried Workers (% of total employment),38.3626059510853
2022,SL.IND.EMPL.ZS,Employment in Industry (% of total employment),17.9688209597631
2022,SL.SRV.EMPL.ZS,Employment in Services (% of total employment),38.3624693337989
2022,SL.TLF.TOTL.IN,"Labor Force, Total",74651451.0
2022,SL.UEM.TOTL.ZS,Unemployment Rate (%),4.593
2022,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),28.7700900252928
2022,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total),65.0947523228864
2022,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),6.13515765182076
2022,SP.POP.GROW,Population Growth (annual %),1.02423384746683
2022,SP.POP.TOTL,Total Population,169384897.0
2022,SP.RUR.TOTL,Rural Population,115734374.0
2022,SP.URB.TOTL,Urban Population,53650523.0
2023,NY.GDP.PCAP.CD,GDP per Capita (current US$),2551.01773827307
2023,NY.GDP.PCAP.KD.ZG,GDP per Capita Growth (annual %),4.4907040939439
2023,SL.AGR.EMPL.ZS,Employment in Agriculture (% of total employment),45.3663393707013
2023,SL.EMP.SELF.ZS,Self-employed (% of total employment),61.8739430707616
2023,SL.EMP.TOTL.SP.ZS,Employment to Population Ratio (%),58.845
2023,SL.EMP.VULN.ZS,Vulnerable Employment (% of total employment),58.1775397771731
2023,SL.EMP.WORK.ZS,Wage and Salaried Workers (% of total employment),38.1260527788908
2023,SL.IND.EMPL.ZS,Employment in Industry (% of total employment),17.625867147727
2023,SL.SRV.EMPL.ZS,Employment in Services (% of total employment),37.0078031657165
2023,SL.TLF.TOTL.IN,"Labor Force, Total",74789575.0
2023,SL.UEM.TOTL.ZS,Unemployment Rate (%),3.352
2023,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),28.3608821732976
2023,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total),65.3185697725259
2023,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),6.32054805417649
2023,SP.POP.GROW,Population Growth (annual %),1.22171475464107
2023,SP.POP.TOTL,Total Population,171466990.0
2023,SP.RUR.TOTL,Rural Population,116326899.0
2023,SP.URB.TOTL,Urban Population,55140091.0
2024,NY.GDP.PCAP.CD,GDP per Capita (current US$),2593.41611680774
2024,NY.GDP.PCAP.KD.ZG,GDP per Capita Growth (annual %),2.96499837954917
2024,SL.AGR.EMPL.ZS,Employment in Agriculture (% of total employment),44.7360340472385
2024,SL.EMP.SELF.ZS,Self-employed (% of total employment),61.4253013127452
2024,SL.EMP.TOTL.SP.ZS,Employment to Population Ratio (%),56.762
2024,SL.EMP.VULN.ZS,Vulnerable Employment (% of total employment),57.7382491923305
2024,SL.EMP.WORK.ZS,Wage and Salaried Workers (% of total employment),38.5746986872547
2024,SL.IND.EMPL.ZS,Employment in Industry (% of total employment),17.8924001804483
2024,SL.SRV.EMPL.ZS,Employment in Services (% of total employment),37.3715657723132
2024,SL.TLF.TOTL.IN,"Labor Force, Total",73619393.0
2024,SL.UEM.TOTL.ZS,Unemployment Rate (%),3.635
2024,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),27.9889305379593
2024,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total),65.5126064657658
2024,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total),6.49846299627493
2024,SP.POP.GROW,Population Growth (annual %),1.21462115417186
2024,SP.POP.TOTL,Total Population,173562364.0
2024,SP.RUR.TOTL,Rural Population,116845100.0
2024,SP.URB.TOTL,Urban Population,56717264.0
