Year,Value,Indicator,Indicator_Code,Country
YR2012,0.636576678522489,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2012,2.14336546614881,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2012,88.5148678592686,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2012,25127000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2012,18692888699.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2012,27.9178378519513,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2013,1.0513641186179,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Bangladesh
YR2013,33737275377.9959,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2013,29306607469.6236,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2013,3.95020479098769,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Bangladesh
YR2013,1.13549487669373,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Bangladesh
YR2013,0.299089378482049,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Bangladesh
YR2013,68647591.0,High-technology exports (current US$),TX.VAL.TECH.CD,Bangladesh
YR2013,0.314194015485004,Machinery and transport equipment exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bangladesh
YR2013,93.5398809120663,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Bangladesh
YR2013,3.10786029106153,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2013,3.15656872969799,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2013,1.24139373507524,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2013,0.704948760700303,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2013,2.64178851703267,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2013,0.564223106038838,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2013,2.37596861920952,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2013,88.5832168603934,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2013,29114000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2013,21657154890.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2013,32.5452229350196,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2014,34817255923.1622,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2014,32830579729.9485,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2014,4.09735144449491,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2014,2.96458636810722,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2014,1.17248316595493,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2014,0.491392879478645,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2014,2.25730848998837,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2014,0.448504264078377,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2014,2.217783142255,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2014,88.5683733878976,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2014,30405000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2014,23598924576.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2014,23.9055280956152,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2015,0.747182515389268,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Bangladesh
YR2015,33831931004.0501,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2015,33831931004.0501,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2015,2.70599278676995,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Bangladesh
YR2015,0.561290711404927,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Bangladesh
YR2015,0.307867105131918,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Bangladesh
YR2015,93607706.0,High-technology exports (current US$),TX.VAL.TECH.CD,Bangladesh
YR2015,0.171611767409981,Machinery and transport equipment exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bangladesh
YR2015,95.8123018643015,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Bangladesh
YR2015,3.85655797326402,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2015,2.54950649098528,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2015,1.25886508842557,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2015,0.446502778518142,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2015,2.69878204642527,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2015,0.557536824937386,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2015,2.4663184126411,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2015,88.6322487974443,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2015,32379000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2015,24643402526.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2015,23.9381105152468,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2016,0.939612361308177,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Bangladesh
YR2016,34575133828.3026,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2016,36922447162.046,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2016,3.0356749956152,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Bangladesh
YR2016,0.799979316816806,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Bangladesh
YR2016,0.242933626284075,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Bangladesh
YR2016,80224851.0,High-technology exports (current US$),TX.VAL.TECH.CD,Bangladesh
YR2016,0.199272689588463,Machinery and transport equipment exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bangladesh
YR2016,95.0234067056524,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Bangladesh
YR2016,4.23873618559296,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2016,2.35829228041792,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2016,1.02553056669727,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2016,0.382997259630858,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2016,3.06028220626155,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2016,0.461707053920493,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2016,2.54751643337172,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2016,88.472454447479,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2016,34894000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2016,24819157738.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2016,20.820300828524,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2017,0.727062955354584,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Bangladesh
YR2017,33937817019.2328,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2017,37655756192.841,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2017,3.11266643649063,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Bangladesh
YR2017,0.682738569544682,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Bangladesh
YR2017,0.426450633403232,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Bangladesh
YR2017,161066666.0,High-technology exports (current US$),TX.VAL.TECH.CD,Bangladesh
YR2017,0.27752243063948,Machinery and transport equipment exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bangladesh
YR2017,95.1979351496855,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Bangladesh
YR2017,4.06985594163691,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2017,2.17097687393102,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2017,1.12137348072406,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2017,0.393360644662595,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2017,2.68502451254729,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2017,0.648435545404117,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2017,2.64108534814384,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2017,88.910973001094,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2017,35851000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2017,25700689017.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2017,21.4841875203023,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2018,0.767841924151289,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Bangladesh
YR2018,36010032876.3986,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2018,40732047404.0872,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2018,3.38709259966535,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Bangladesh
YR2018,1.09687826106508,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Bangladesh
YR2018,0.539452073551698,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Bangladesh
YR2018,204146450.0,High-technology exports (current US$),TX.VAL.TECH.CD,Bangladesh
YR2018,0.293795364051544,Machinery and transport equipment exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bangladesh
YR2018,94.4530526963443,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Bangladesh
YR2018,3.34094820716384,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2018,1.56731470709492,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2018,1.41983486047324,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2018,0.338861825889344,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2018,3.70633558880836,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2018,0.619018141319908,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2018,2.35487686657903,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2018,89.0076866692504,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2018,39252000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2018,27615508107.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2018,22.0488982737465,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2019,40135512710.0993,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2019,45992932855.1263,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2019,3.49900876900308,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2019,1.44187378349035,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2019,1.43787412248872,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2019,0.304055656242228,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2019,3.69632858471682,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2019,0.53343217773318,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2019,2.2251080688836,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2019,89.0874269063256,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2019,39337000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2019,29805901038.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2019,19.55975909756,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2020,33110837829.0007,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2020,39053880559.8514,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2020,3.32509861191502,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2020,1.7387210289205,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2020,1.17017936398404,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2020,0.352641748125715,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2020,3.68722567083908,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2020,0.670402266802084,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2020,2.68669775869911,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2020,89.053874233136,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2020,33605000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2020,27848829165.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2020,22.2570097918864,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2021,36154205958.2183,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2021,44386125441.8587,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2021,3.54061431169913,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2021,1.19304155593863,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2021,1.13779934378948,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2021,0.373570126226846,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2021,4.51931385001035,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2021,0.759861800143695,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2021,2.58318457235653,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2021,88.4584064665749,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2021,44223000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2021,37837738908.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2021,27.1626994027127,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2022,46780850864.3021,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2022,59275206086.406,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2022,2.57978047117781,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2022,1.13053284485505,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2022,1.29455114707421,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2022,0.349280306177888,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2022,4.1182080071709,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2022,0.629319732461312,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2022,2.49040372625253,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2022,89.8885478835933,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2022,51405000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2022,47070835971.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2022,25.5204109351775,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2023,50538575675.937,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2023,57551452000.7801,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2023,3.10045907428213,Merchandise exports to developing economies in East Asia & Pacific (% of total),TX.VAL.MRCH.R1.ZS,Bangladesh
YR2023,1.30571782481636,Merchandise exports to developing economies in Europe & Central Asia (% of total),TX.VAL.MRCH.R2.ZS,Bangladesh
YR2023,1.55520491880371,Merchandise exports to developing economies in Latin America & the Caribbean (% of total),TX.VAL.MRCH.R3.ZS,Bangladesh
YR2023,0.276838706695584,Merchandise exports to developing economies in Middle East & North Africa (% of total),TX.VAL.MRCH.R4.ZS,Bangladesh
YR2023,4.53718779239393,Merchandise exports to developing economies in South Asia (% of total),TX.VAL.MRCH.R5.ZS,Bangladesh
YR2023,0.67566809003223,Merchandise exports to developing economies in Sub-Saharan Africa (% of total),TX.VAL.MRCH.R6.ZS,Bangladesh
YR2023,2.33495672373191,Merchandise exports to economies in the Arab World (% of total),TX.VAL.MRCH.AL.ZS,Bangladesh
YR2023,88.5305106220791,Merchandise exports to high income economies (% of total),TX.VAL.MRCH.HI.ZS,Bangladesh
YR2023,44237000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2023,38755820774.0,Total Merchandise Exports (current US$) - Alternative,TX.VAL.MRCH.WL.CD,Bangladesh
YR2023,17.57900860965,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
YR2024,41879972086.3029,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,Bangladesh
YR2024,47087839244.3229,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Bangladesh
YR2024,47245000000.0,Total Merchandise Exports (current US$),TX.VAL.MRCH.CD.WT,Bangladesh
YR2024,23.7740670892594,Transport services (% of service exports),TX.VAL.TRAN.ZS.WT,Bangladesh
