year,indicator_code,indicator_name,value
2023,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),391.888102126796
2023,AG.LND.AGRI.K2,Agricultural land (sq. km),93990.0
2023,AG.LND.AGRI.ZS,Agricultural land (% of land area),72.311124788429
2023,AG.YLD.CREL.KG,Cereal yield (kg per hectare),5320.9
2023,NE.CON.PRVT.CD,Household final consumption expenditure (current US$),299958948132.06
2023,NE.CON.PRVT.PC.KD,Household final consumption expenditure per capita (constant 2015 US$),1262.45721547606
2023,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",48131827349.4816
2023,NV.AGR.TOTL.KD.ZG,"Agriculture, forestry, and fishing, value added (annual % growth)",3.3714392206772
2023,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",11.0036900209598
2023,NY.GNP.PCAP.CD,"GNI per capita, Atlas method (current US$)",2880.0
2023,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",9510.0
2023,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment)",74.969345794146
2023,SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment)",28.9598034354798
2023,SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),10.4
2023,SP.RUR.TOTL.ZS,Rural population (% of total population),67.8421534963166
2024,AG.YLD.CREL.KG,Cereal yield (kg per hectare),5408.0
2024,NE.CON.PRVT.CD,Household final consumption expenditure (current US$),315690120945.467
2024,NE.CON.PRVT.PC.KD,Household final consumption expenditure per capita (constant 2015 US$),1321.93978486053
2024,NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",50254940777.9345
2024,NV.AGR.TOTL.KD.ZG,"Agriculture, forestry, and fishing, value added (annual % growth)",3.30390524152024
2024,NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",11.1648014276903
2024,NY.GNP.PCAP.CD,"GNI per capita, Atlas method (current US$)",2820.0
2024,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",10060.0
2024,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment)",74.9488907948528
2024,SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment)",29.1055735300191
2024,SP.RUR.TOTL.ZS,Rural population (% of total population),67.3216803676693
