Year,Value,Indicator,Indicator_Code,Country
YR2008,2.86107727379539,Merchandise imports from developing economies in Europe & Central Asia (% of total),TM.VAL.MRCH.R2.ZS,Bangladesh
YR2008,1.57969508722893,Merchandise imports from developing economies in Latin America & the Caribbean (% of total),TM.VAL.MRCH.R3.ZS,Bangladesh
YR2008,0.9672796122741,Merchandise imports from developing economies in Middle East & North Africa (% of total),TM.VAL.MRCH.R4.ZS,Bangladesh
YR2008,17.5608491581796,Merchandise imports from developing economies in South Asia (% of total),TM.VAL.MRCH.R5.ZS,Bangladesh
YR2008,0.535687683125363,Merchandise imports from developing economies in Sub-Saharan Africa (% of total),TM.VAL.MRCH.R6.ZS,Bangladesh
YR2008,14.6416075031624,Merchandise imports from economies in the Arab World (% of total),TM.VAL.MRCH.AL.ZS,Bangladesh
YR2008,52.3749507719081,Merchandise imports from high income economies (% of total),TM.VAL.MRCH.HI.ZS,Bangladesh
YR2008,23860000000.0,Total Merchandise Imports (current US$),TM.VAL.MRCH.CD.WT,Bangladesh
YR2008,22297319644.0,Total Merchandise Imports (current US$) - Alternative,TM.VAL.MRCH.WL.CD,Bangladesh
YR2008,-7672641808.74828,Trade in goods and services (current US$),BN.GSR.GNFS.CD,Bangladesh
YR2009,6.48020320667721,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Bangladesh
YR2009,-6366300367.15218,External balance on goods and services (current US$),NE.RSB.GNFS.CD,Bangladesh
YR2009,18.6780564304749,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bangladesh
YR2009,12.2352971759758,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Bangladesh
YR2009,31799452432.3593,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,Bangladesh
YR2009,23725728359.9447,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bangladesh
YR2009,2.34767425079487,Machinery and transport equipment imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,Bangladesh
YR2009,60.0774086196632,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bangladesh
YR2009,28.6295533893095,Merchandise imports from developing economies in East Asia & Pacific (% of total),TM.VAL.MRCH.R1.ZS,Bangladesh
YR2009,4.63028253122805,Merchandise imports from developing economies in Europe & Central Asia (% of total),TM.VAL.MRCH.R2.ZS,Bangladesh
YR2009,2.63100815762919,Merchandise imports from developing economies in Latin America & the Caribbean (% of total),TM.VAL.MRCH.R3.ZS,Bangladesh
YR2009,0.930540495929075,Merchandise imports from developing economies in Middle East & North Africa (% of total),TM.VAL.MRCH.R4.ZS,Bangladesh
YR2009,15.1806132030646,Merchandise imports from developing economies in South Asia (% of total),TM.VAL.MRCH.R5.ZS,Bangladesh
YR2009,0.523669742652935,Merchandise imports from developing economies in Sub-Saharan Africa (% of total),TM.VAL.MRCH.R6.ZS,Bangladesh
YR2009,6.75556355338465,Merchandise imports from economies in the Arab World (% of total),TM.VAL.MRCH.AL.ZS,Bangladesh
YR2009,47.4743324801866,Merchandise imports from high income economies (% of total),TM.VAL.MRCH.HI.ZS,Bangladesh
YR2009,21833000000.0,Total Merchandise Imports (current US$),TM.VAL.MRCH.CD.WT,Bangladesh
YR2009,20492005220.0,Total Merchandise Imports (current US$) - Alternative,TM.VAL.MRCH.WL.CD,Bangladesh
YR2009,-6025299151.95923,Trade in goods and services (current US$),BN.GSR.GNFS.CD,Bangladesh
YR2010,8.11112077116772,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Bangladesh
YR2010,-6633666169.82309,External balance on goods and services (current US$),NE.RSB.GNFS.CD,Bangladesh
YR2010,17.4240481119914,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bangladesh
YR2010,8.29586577808838,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Bangladesh
YR2010,32017741357.5566,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,Bangladesh
YR2010,25105548606.6769,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bangladesh
YR2010,1.99784694308339,Machinery and transport equipment imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,Bangladesh
YR2010,64.170092721373,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bangladesh
YR2010,30.4435982716337,Merchandise imports from developing economies in East Asia & Pacific (% of total),TM.VAL.MRCH.R1.ZS,Bangladesh
YR2010,4.18362829292884,Merchandise imports from developing economies in Europe & Central Asia (% of total),TM.VAL.MRCH.R2.ZS,Bangladesh
YR2010,2.62533453700915,Merchandise imports from developing economies in Latin America & the Caribbean (% of total),TM.VAL.MRCH.R3.ZS,Bangladesh
YR2010,0.913310755750842,Merchandise imports from developing economies in Middle East & North Africa (% of total),TM.VAL.MRCH.R4.ZS,Bangladesh
YR2010,16.900279417356,Merchandise imports from developing economies in South Asia (% of total),TM.VAL.MRCH.R5.ZS,Bangladesh
YR2010,0.726039082652842,Merchandise imports from developing economies in Sub-Saharan Africa (% of total),TM.VAL.MRCH.R6.ZS,Bangladesh
YR2010,9.20644094092719,Merchandise imports from economies in the Arab World (% of total),TM.VAL.MRCH.AL.ZS,Bangladesh
YR2010,44.2078096426686,Merchandise imports from high income economies (% of total),TM.VAL.MRCH.HI.ZS,Bangladesh
YR2010,27821000000.0,Total Merchandise Imports (current US$),TM.VAL.MRCH.CD.WT,Bangladesh
YR2010,25891491862.0,Total Merchandise Imports (current US$) - Alternative,TM.VAL.MRCH.WL.CD,Bangladesh
YR2010,-7816344792.83922,Trade in goods and services (current US$),BN.GSR.GNFS.CD,Bangladesh
YR2011,7.30561438439996,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Bangladesh
YR2011,-9744203015.37006,External balance on goods and services (current US$),NE.RSB.GNFS.CD,Bangladesh
YR2011,19.4937925236267,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bangladesh
YR2011,7.58430549219529,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Bangladesh
YR2011,41351862193.7416,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,Bangladesh
YR2011,35365482039.6129,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bangladesh
YR2011,1.94424686390031,Machinery and transport equipment imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,Bangladesh
YR2011,63.6705608461265,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bangladesh
YR2011,33.2195466674598,Merchandise imports from developing economies in East Asia & Pacific (% of total),TM.VAL.MRCH.R1.ZS,Bangladesh
YR2011,3.01435726257451,Merchandise imports from developing economies in Europe & Central Asia (% of total),TM.VAL.MRCH.R2.ZS,Bangladesh
YR2011,3.53650524910474,Merchandise imports from developing economies in Latin America & the Caribbean (% of total),TM.VAL.MRCH.R3.ZS,Bangladesh
YR2011,2.32695244575352,Merchandise imports from developing economies in Middle East & North Africa (% of total),TM.VAL.MRCH.R4.ZS,Bangladesh
YR2011,16.7234185877231,Merchandise imports from developing economies in South Asia (% of total),TM.VAL.MRCH.R5.ZS,Bangladesh
YR2011,0.713607204847139,Merchandise imports from developing economies in Sub-Saharan Africa (% of total),TM.VAL.MRCH.R6.ZS,Bangladesh
YR2011,11.1022116250255,Merchandise imports from economies in the Arab World (% of total),TM.VAL.MRCH.AL.ZS,Bangladesh
YR2011,40.4656125825372,Merchandise imports from high income economies (% of total),TM.VAL.MRCH.HI.ZS,Bangladesh
YR2011,36214000000.0,Total Merchandise Imports (current US$),TM.VAL.MRCH.CD.WT,Bangladesh
YR2011,33794072476.0,Total Merchandise Imports (current US$) - Alternative,TM.VAL.MRCH.WL.CD,Bangladesh
YR2011,-10888026891.2585,Trade in goods and services (current US$),BN.GSR.GNFS.CD,Bangladesh
YR2012,7.5898588243114,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Bangladesh
YR2012,-10381901108.8438,External balance on goods and services (current US$),NE.RSB.GNFS.CD,Bangladesh
YR2012,14.4704238243695,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bangladesh
YR2012,8.84373444837354,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Bangladesh
YR2012,45701482286.5825,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,Bangladesh
YR2012,37259465952.266,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Bangladesh
YR2012,2.1539003634854,Machinery and transport equipment imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,Bangladesh
YR2012,64.060096485815,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bangladesh
YR2012,31.6857605674113,Merchandise imports from developing economies in East Asia & Pacific (% of total),TM.VAL.MRCH.R1.ZS,Bangladesh
YR2012,3.1324522700363,Merchandise imports from developing economies in Europe & Central Asia (% of total),TM.VAL.MRCH.R2.ZS,Bangladesh
YR2012,4.69659716887118,Merchandise imports from developing economies in Latin America & the Caribbean (% of total),TM.VAL.MRCH.R3.ZS,Bangladesh
